iter	MSLE	MAE
125	0.02577128416	1.296106953
126	0.0257425551	1.29525154
127	0.02571095879	1.294823254
128	0.02569159353	1.294458862
129	0.02565958011	1.293780354
130	0.02563615504	1.293100242
131	0.02561307562	1.292440171
132	0.02559205786	1.291963945
133	0.02557427951	1.291634753
134	0.02555037624	1.291010883
135	0.02551989339	1.290478513
136	0.02549092654	1.289942048
137	0.02547238958	1.289481044
138	0.0254456221	1.288977991
139	0.02542412656	1.288596309
140	0.02539655364	1.288170838
141	0.02537010426	1.287772757
142	0.02534994932	1.287349224
143	0.02532383404	1.286853665
144	0.0253021955	1.286428984
145	0.02527928832	1.285973723
146	0.02525748964	1.285310127
147	0.02523725488	1.28481669
148	0.02521437507	1.284344345
149	0.02518704031	1.28370049
150	0.02516846794	1.283216294
151	0.02515152371	1.282770801
152	0.02513093191	1.282405423
153	0.02511440397	1.281873973
154	0.02509407373	1.281432574
155	0.02507914104	1.281105831
156	0.02506107767	1.280738505
157	0.02504990251	1.28052124
158	0.02503504645	1.280141668
159	0.02501941903	1.2798112
160	0.0249927095	1.279121686
161	0.02498390964	1.278912099
162	0.02496508612	1.278270907
163	0.02495135068	1.277963804
164	0.02494048315	1.277788631
165	0.02492317962	1.27731403
166	0.02490532189	1.276892783
167	0.02489031705	1.276695044
168	0.02487761059	1.276496529
169	0.02486541612	1.276216259
170	0.02485750753	1.27601871
171	0.02484571448	1.27582817
172	0.02483462524	1.275502572
173	0.024829081	1.275345611
174	0.02482134125	1.27515714
175	0.02480688439	1.274773991
176	0.02479063308	1.274343516
177	0.02477551925	1.273944439
178	0.02477178777	1.27385711
179	0.02475972135	1.273583324
180	0.0247502284	1.273385172
181	0.02474384956	1.273270791
182	0.02473893136	1.273153228
183	0.02472665717	1.272907917
184	0.02472075362	1.272737403
185	0.02471609643	1.272591442
186	0.02470908204	1.272424463
187	0.02470525939	1.272334143
188	0.02469394834	1.272010903
189	0.02468605715	1.271744049
190	0.0246779721	1.271534415
191	0.02467070963	1.271286635
192	0.02466027122	1.270985737
193	0.02464806723	1.270682589
194	0.02464310095	1.270605663
195	0.02464053926	1.270485041
196	0.02463413734	1.270261197
197	0.02462742959	1.270036761
198	0.02462398023	1.269933313
199	0.02461764806	1.269819829
200	0.0246050044	1.269525123
201	0.02459877641	1.269264328
202	0.02459310869	1.269093106
203	0.02458838394	1.26902687
204	0.02458190529	1.26877118
205	0.02457794194	1.268705693
206	0.02457450302	1.26860405
207	0.02457156571	1.268496622
208	0.0245612211	1.268252742
209	0.02455283122	1.268008722
210	0.02454512748	1.267891601
211	0.02453970848	1.267708185
212	0.02452990087	1.267406994
213	0.02452319951	1.267299951
214	0.02451489319	1.267073034
215	0.02451238287	1.266980599
216	0.02450727378	1.266837287
217	0.02450381255	1.266716329
218	0.02450010634	1.266615266
219	0.02449613176	1.266508719
220	0.02448895154	1.266293911
221	0.02448193543	1.266059233
222	0.02448054696	1.265934216
223	0.0244742488	1.265724106
224	0.02446975172	1.265560939
225	0.02445811776	1.265264835
226	0.02444190787	1.264863147
227	0.02443953521	1.264789493
228	0.02443443968	1.264661419
229	0.0244254647	1.264329133
230	0.02442219424	1.264215796
231	0.02441872767	1.264118042
232	0.02440732562	1.263805252
233	0.02440036593	1.263540302
234	0.02439303316	1.263311975
235	0.02438201113	1.26299775
236	0.0243760401	1.262834858
237	0.02437186806	1.262692458
238	0.02436460473	1.262490308
239	0.02436032015	1.262364524
240	0.02435198807	1.262152051
241	0.0243467479	1.261960822
242	0.02434398534	1.261869154
243	0.02433574599	1.261621704
244	0.02432982884	1.261422196
245	0.02432519466	1.261248331
246	0.0243220929	1.26110963
247	0.02431589478	1.260880327
248	0.02431178224	1.260742749
249	0.02430196278	1.260501983
250	0.02429696156	1.260288643
251	0.02428931388	1.25998874
252	0.02427934312	1.25971019
253	0.02427260498	1.259535001
254	0.02427104941	1.259431618
255	0.02426308589	1.259190714
256	0.02425815671	1.259105977
257	0.02425590579	1.259016128
258	0.02424784243	1.258809969
259	0.0242421045	1.258672221
260	0.02423923967	1.258579634
261	0.02423112991	1.25834982
262	0.0242240902	1.258141017
263	0.02421867248	1.257969503
264	0.02421627674	1.257881988
265	0.02421322482	1.257782055
266	0.02420959301	1.257696985
267	0.02420374022	1.257510959
268	0.02420391018	1.25744197
269	0.02420139047	1.257351268
270	0.02419553186	1.257152701
271	0.02419334374	1.257098928
272	0.02419304039	1.257012355
273	0.02418343103	1.256744059
274	0.02418112795	1.256691855
275	0.02417722987	1.256457951
276	0.02417105309	1.256287421
277	0.02416880031	1.25623851
278	0.0241639745	1.256119002
279	0.02416226036	1.256002105
280	0.02415598659	1.255831677
281	0.02414876861	1.255646574
282	0.02414467314	1.255571341
283	0.02413751539	1.255381098
284	0.02413488282	1.255276715
285	0.02413173265	1.255160265
286	0.02412963898	1.255080993
287	0.02412427482	1.254873188
288	0.02412214393	1.254776261
289	0.02411869655	1.254682165
290	0.02411363824	1.254558867
291	0.02411261991	1.254534426
292	0.02411185847	1.254434935
293	0.02410510558	1.254306308
294	0.02410395311	1.254275214
295	0.0240983782	1.254114061
296	0.02409635729	1.254073364
297	0.0240893271	1.253905943
298	0.02408210741	1.253712316
299	0.02408124069	1.253680527
300	0.02407518848	1.253498606
301	0.02407281316	1.253422729
302	0.02406446238	1.253222817
303	0.02406235469	1.253174518
304	0.0240548924	1.252993264
305	0.02405188829	1.252904653
306	0.0240473131	1.252755012
307	0.0240462288	1.252660353
308	0.02404305993	1.252590053
309	0.0240369466	1.252386208
310	0.02403088724	1.252118333
311	0.0240244263	1.251963534
312	0.02401918052	1.251837206
313	0.02401773831	1.251756228
314	0.02401486332	1.251673808
315	0.0240112633	1.251590638
316	0.02400917233	1.251513353
317	0.02400417152	1.251282161
318	0.02399831377	1.251113314
319	0.02399534542	1.251032818
320	0.02398964794	1.250830315
321	0.02398592139	1.250719215
322	0.02397994602	1.250585404
323	0.02397552521	1.250472296
324	0.02397426667	1.250426442
325	0.02396969611	1.250322802
326	0.0239666546	1.250207442
327	0.02396147956	1.250047733
328	0.02395629104	1.249879251
329	0.02394845401	1.249655845
330	0.02394656123	1.249583544
331	0.02394441469	1.249525241
332	0.02393956407	1.249392104
333	0.02393565971	1.249286704
334	0.02393092372	1.249153885
335	0.02392883048	1.249093944
336	0.02392285322	1.248982309
337	0.0239171994	1.248859262
338	0.02391177881	1.248717439
339	0.02390880183	1.248597085
340	0.02390742238	1.248512332
341	0.02390202369	1.248375398
342	0.02389627037	1.248201839
343	0.02389153672	1.248109126
344	0.02388557276	1.24794157
345	0.02388005863	1.247756141
346	0.02387701023	1.247677888
347	0.02387258699	1.247551263
348	0.02386824016	1.247430377
349	0.02386512888	1.247260139
350	0.02386522481	1.247250967
351	0.02386319771	1.24718131
352	0.02386169091	1.247125256
353	0.02385812398	1.246956303
354	0.02385460187	1.246845592
355	0.02385011578	1.246704864
356	0.02384821674	1.246651368
357	0.02384460735	1.246558761
358	0.02384315872	1.246467937
359	0.02384228057	1.246399596
360	0.02383986209	1.246303364
361	0.02383661101	1.246205491
362	0.02383055037	1.246074441
363	0.02382779203	1.245979023
364	0.02382334298	1.245857547
365	0.02382259152	1.24578757
366	0.02381806781	1.245664644
367	0.02381781202	1.245585477
368	0.02381598664	1.245520454
369	0.02381072203	1.245415261
370	0.02381059487	1.245404125
371	0.02380707874	1.245317792
372	0.02380364098	1.245180387
373	0.02380059839	1.245032573
374	0.023796545	1.244888698
375	0.02379242153	1.244774962
376	0.02378711913	1.24459418
377	0.02378539189	1.244532619
378	0.02378276922	1.244479833
379	0.0237799063	1.244380213
380	0.02377793459	1.244317649
381	0.02377393672	1.24421812
382	0.02377352603	1.244164615
383	0.0237701369	1.244065631
384	0.02376794466	1.244015796
385	0.02376805835	1.243936718
386	0.02376824161	1.243874208
387	0.02376649224	1.243793209
388	0.02376628491	1.243786361
389	0.02376450667	1.243705821
390	0.02376309459	1.243651831
391	0.0237618478	1.243587721
392	0.02375846165	1.243459963
393	0.02375717558	1.243403728
394	0.02375558607	1.243342456
395	0.023754211	1.243309187
396	0.02374922737	1.243145221
397	0.02374764125	1.243058895
398	0.02374639406	1.242989588
399	0.02374279212	1.242817464
400	0.0237402269	1.242733975
401	0.02373622144	1.242655351
402	0.0237357191	1.242642394
403	0.02373510535	1.242610489
404	0.02373138978	1.242444941
405	0.02372882113	1.242380998
406	0.0237278265	1.242347386
407	0.02372357346	1.242258333
408	0.02372232506	1.242182133
409	0.02371801707	1.242061543
410	0.0237149413	1.241979146
411	0.02371190839	1.241878746
412	0.02371016411	1.241819625
413	0.0237099734	1.241814575
414	0.02370571327	1.24169039
415	0.02370327212	1.241601183
416	0.02370031931	1.241523753
417	0.02369973395	1.241492784
418	0.02369613491	1.241434822
419	0.0236935279	1.241337277
420	0.02369151921	1.241222513
421	0.02368779659	1.241119622
422	0.02368604322	1.241059039
423	0.0236848484	1.241019023
424	0.02368482015	1.24101397
425	0.02368158413	1.240905731
426	0.02368126563	1.240897501
427	0.02367768573	1.240803998
428	0.02367643547	1.24073791
429	0.02367554	1.240697031
430	0.0236735204	1.240617552
431	0.02366909623	1.240468771
432	0.02366764254	1.240400795
433	0.02366475855	1.240274271
434	0.02366273152	1.240191393
435	0.02366186579	1.240130598
436	0.02365979169	1.240062561
437	0.02365866184	1.24001138
438	0.02365560938	1.239936805
439	0.02365094302	1.239783088
440	0.02364809726	1.239684593
441	0.02364583439	1.239619118
442	0.02364337398	1.239525283
443	0.02363890165	1.239373994
444	0.02363751484	1.239302404
445	0.0236343094	1.239158357
446	0.0236311533	1.239042617
447	0.02363104468	1.23903739
448	0.02363082142	1.239032156
449	0.02362937761	1.238965745
450	0.02362734426	1.238888427
451	0.02362384293	1.238757779
452	0.02362409484	1.238698755
453	0.02362348143	1.2386679
454	0.02362015377	1.238589744
455	0.02361689623	1.238502491
456	0.02361278835	1.238369607
457	0.02360950666	1.238308868
458	0.02360761115	1.23820273
459	0.02360759686	1.238194031
460	0.02360632768	1.238134175
461	0.02360290009	1.238011046
462	0.02360090959	1.237928935
463	0.02359843343	1.237802404
464	0.02359543491	1.237687383
465	0.02359361069	1.237614245
466	0.02359205959	1.237556285
467	0.02359000277	1.237442996
468	0.02358900195	1.23738177
469	0.0235867352	1.23731409
470	0.02358414581	1.237211919
471	0.02358121808	1.237115165
472	0.02357891141	1.237020646
473	0.02357860223	1.236972866
474	0.02357633225	1.23689149
475	0.02357363606	1.236763675
476	0.02357283143	1.236695735
477	0.02357118967	1.236630379
478	0.02356907046	1.236522599
479	0.0235677033	1.236465602
480	0.02356672447	1.236418799
481	0.02356611947	1.236395357
482	0.02356364109	1.236334726
483	0.02356231978	1.236255155
484	0.02356217851	1.236250808
485	0.02355956659	1.236175891
486	0.0235590078	1.236113592
487	0.02355673959	1.236005184
488	0.02355354031	1.235922353
489	0.02355086693	1.235807459
490	0.0235500978	1.235749158
491	0.02354662613	1.235650021
492	0.02354587551	1.235605368
493	0.02354412537	1.235555579
494	0.02354274553	1.23549738
495	0.02354035535	1.235400413
496	0.0235390768	1.23536386
497	0.02353709515	1.23526698
498	0.02353515482	1.235214856
499	0.02353417806	1.235177534
500	0.02353367569	1.235147264
501	0.02353222482	1.235091334
502	0.02353117039	1.235045739
503	0.02353018438	1.234992804
504	0.02352843447	1.234930034
505	0.02352674584	1.234890202
506	0.02352593383	1.234829433
507	0.02352400895	1.234757112
508	0.02352323896	1.234739961
509	0.02352343139	1.234735441
510	0.02352239753	1.234671143
511	0.02352062212	1.234614744
512	0.02351917046	1.234567127
513	0.02351887875	1.234510159
514	0.02351646536	1.234427137
515	0.02351586483	1.234403932
516	0.02351558303	1.234388448
517	0.0235145081	1.234339281
518	0.02351406082	1.234311191
519	0.02351369084	1.234288987
520	0.02351341859	1.234235554
521	0.02351020698	1.234136046
522	0.02350908653	1.234093938
523	0.02350833071	1.234087428
524	0.0235075725	1.23403931
525	0.02350649704	1.233996426
526	0.02350622662	1.233984977
527	0.0235052565	1.233933457
528	0.02350423402	1.233895929
529	0.02350311908	1.233839039
530	0.02350276491	1.233821823
531	0.02350211849	1.233799167
532	0.02350083152	1.233754669
533	0.02350000508	1.233713544
534	0.02349982453	1.23366176
535	0.02349874395	1.23362777
536	0.02349802611	1.233573143
537	0.02349727329	1.233528752
538	0.02349586147	1.233455682
539	0.02349426821	1.233399122
540	0.02349219766	1.233339551
541	0.02349047887	1.233253266
542	0.02349007363	1.23321931
543	0.02348943558	1.233186702
544	0.02348915499	1.233150109
545	0.02348747841	1.233100857
546	0.02348748567	1.233097897
547	0.02348744708	1.233091226
548	0.02348673782	1.233055913
549	0.02348501837	1.232983057
550	0.0234830272	1.232855791
551	0.02348308651	1.232838352
552	0.02347970093	1.2327585
553	0.0234797923	1.232752045
554	0.02347936801	1.23271399
555	0.02347578618	1.232616442
556	0.0234753118	1.232569925
557	0.02347363742	1.232507071
558	0.02347387297	1.232500409
559	0.0234739545	1.232487403
560	0.02347377165	1.232463291
561	0.02347340868	1.232440414
562	0.02347109584	1.232363364
563	0.02347033673	1.23231851
564	0.02346952774	1.232281558
565	0.02346886162	1.232241126
566	0.02346706549	1.232179446
567	0.02346723848	1.23217351
568	0.02346444826	1.232088188
569	0.02346260663	1.232021386
570	0.023462373	1.231972209
571	0.02346244667	1.231966177
572	0.02346193974	1.231914101
573	0.02346043546	1.23186009
574	0.02345944545	1.231816495
575	0.02345601131	1.23171812
576	0.0234544072	1.231667413
577	0.02345348236	1.231628134
578	0.02345334089	1.231623843
579	0.02345291004	1.231598694
580	0.02345308191	1.231593572
581	0.02345200905	1.231544302
582	0.02345164228	1.231496457
583	0.02345012186	1.231457681
584	0.02344843907	1.231376047
585	0.02344585143	1.23131287
586	0.02344609285	1.231308848
587	0.02344611408	1.231303194
588	0.02344610843	1.231291233
589	0.02344571526	1.231263479
590	0.02344471112	1.231213402
591	0.02344455977	1.231196488
592	0.02344468612	1.231190528
593	0.02344335008	1.23114474
594	0.02344355719	1.231107195
595	0.02344256422	1.23106112
596	0.02344228202	1.231032238
597	0.02344037441	1.230973251
598	0.02343818915	1.230932098
599	0.02343743818	1.230889721
600	0.02343738554	1.230866821
601	0.0234343618	1.230790422
602	0.02343473538	1.230787268
603	0.02343438586	1.230778506
604	0.02343397201	1.230732029
605	0.0234336312	1.230713281
606	0.02343361525	1.230675246
607	0.02343343343	1.2306542
608	0.02343252834	1.230624341
609	0.02343111088	1.230550565
610	0.02343015834	1.230531864
611	0.02342827315	1.230495695
612	0.02342811546	1.230481941
613	0.02342720037	1.230440828
614	0.02342401798	1.23034253
615	0.02342301848	1.230312596
616	0.02342276258	1.23029323
617	0.02342190912	1.230253501
618	0.02342118162	1.230214819
619	0.0234207488	1.230165929
620	0.02341836044	1.230099282
621	0.02341754089	1.230061447
622	0.02341671306	1.230026345
623	0.02341484351	1.229992449
624	0.0234147183	1.229955634
625	0.02341465113	1.229932518
626	0.02341259326	1.22985984
627	0.0234126045	1.229844123
628	0.02341060027	1.229757208
629	0.02340922143	1.229714926
630	0.02340604235	1.229637069
631	0.02340566156	1.229618494
632	0.02340497869	1.229580276
633	0.0234034976	1.229526916
634	0.02340217747	1.22943917
635	0.02340096075	1.229397679
636	0.02340072255	1.2293805
637	0.02340073015	1.229343539
638	0.02339778292	1.229286331
639	0.02339698031	1.229263317
640	0.02339579403	1.229223251
641	0.02339448469	1.229183119
642	0.02339317044	1.229094776
643	0.02339266385	1.229065219
644	0.02339187268	1.229024398
645	0.02339181055	1.229001545
646	0.02339160095	1.228979413
647	0.02338928441	1.22893985
648	0.02338933503	1.228933179
649	0.02338895411	1.228903987
650	0.02338785287	1.228867091
651	0.02338662824	1.228781688
652	0.02338483728	1.228745011
653	0.02338474803	1.228709738
654	0.02338198017	1.228654483
655	0.02338149939	1.228628205
656	0.02338009887	1.2285947
657	0.02337996408	1.228570244
658	0.02337902616	1.228519014
659	0.02337592157	1.228443255
660	0.02337488051	1.228393568
661	0.02337461602	1.228352539
662	0.02337455908	1.228347557
663	0.02337057086	1.228252241
664	0.02337032908	1.228203198
665	0.023369395	1.228125316
666	0.02336925216	1.228111572
667	0.02336903801	1.228104742
668	0.02336861951	1.228085613
669	0.02336840616	1.228057163
670	0.02336866059	1.228053344
671	0.02336878475	1.228046921
672	0.02336877626	1.228043088
673	0.02336885326	1.228039897
674	0.02336756603	1.227986122
675	0.02336693186	1.22794525
676	0.02336576321	1.227903571
677	0.02336577615	1.227897247
678	0.02336534244	1.227876382
679	0.02336528637	1.227852688
680	0.02336499282	1.227827039
681	0.02336273825	1.22774694
682	0.02336207885	1.227721963
683	0.02336162388	1.227701479
684	0.02336110638	1.227666591
685	0.02336089525	1.227633415
686	0.0233598407	1.227596015
687	0.02335921318	1.227567321
688	0.02335907032	1.227545512
689	0.02335851319	1.227487087
690	0.02335751596	1.227448185
691	0.02335543262	1.227392441
692	0.02335514385	1.227370312
693	0.0233537707	1.227308987
694	0.02335267994	1.227283776
695	0.02335282528	1.227279236
696	0.02335131351	1.227232354
697	0.0233512818	1.227228209
698	0.02335012044	1.227201852
699	0.0233479586	1.227145914
700	0.02334756933	1.227137431
701	0.02334727124	1.227101473
702	0.02334712743	1.227083887
703	0.02334562402	1.227023662
704	0.02334439075	1.226990116
705	0.02334415029	1.226982132
706	0.02334361309	1.226951083
707	0.02334304863	1.226930131
708	0.02334234849	1.226898841
709	0.02334222901	1.226872899
710	0.02334175897	1.226840034
711	0.02334163215	1.226819309
712	0.02334056096	1.226753796
713	0.02334086039	1.226747693
714	0.02334081849	1.226728617
715	0.02333926611	1.226667712
716	0.02333854228	1.226633207
717	0.0233371879	1.226573123
718	0.02333474709	1.226503243
719	0.02333495569	1.226485805
720	0.02333457228	1.226468061
721	0.02333448202	1.226464177
722	0.02333276277	1.226409269
723	0.02332952106	1.2263175
724	0.02332999183	1.226287682
725	0.02332675591	1.226224075
726	0.02332583001	1.226181551
727	0.02332519971	1.226139055
728	0.02332514808	1.226130792
729	0.02332540414	1.226109579
730	0.02332536727	1.226098837
731	0.0233247608	1.226061685
732	0.02332189239	1.22594814
733	0.02332030489	1.225902825
734	0.02331881617	1.225862107
735	0.02331881428	1.225849538
736	0.02331862158	1.225828219
737	0.02331840773	1.225792378
738	0.02331868492	1.225772156
739	0.02331783235	1.225754438
740	0.02331605849	1.225708117
741	0.02331596591	1.225696865
742	0.02331553841	1.225689996
743	0.02331540551	1.225683599
744	0.02331459881	1.225650113
745	0.0233139088	1.225610338
746	0.02331223293	1.225555883
747	0.02331186783	1.225547959
748	0.02331038765	1.225488908
749	0.02330793848	1.225421577
750	0.02330490077	1.225358669
751	0.02330351086	1.225297426
752	0.02330284901	1.225264216
753	0.02330141512	1.225223416
754	0.02329859938	1.225151934
755	0.02329735851	1.225118284
756	0.02329600541	1.225059654
757	0.02329620735	1.225057375
758	0.02329530906	1.225027365
759	0.02329391746	1.22497591
760	0.0232930854	1.224932378
761	0.02329120132	1.22486808
762	0.02328991556	1.224816443
763	0.02328980214	1.224811296
764	0.02328928412	1.224775844
765	0.02328927956	1.224749131
766	0.02328899102	1.224731553
767	0.02328781083	1.224688523
768	0.02328774563	1.224684645
769	0.02328725052	1.224658403
770	0.02328432436	1.224574652
771	0.02328346432	1.22453374
772	0.02328296631	1.224500152
773	0.02328301167	1.224487208
774	0.02328222496	1.224454047
775	0.02328177293	1.224412777
776	0.02328045736	1.224382951
777	0.0232798029	1.224359917
778	0.02327888864	1.224321141
779	0.02327856443	1.224295623
780	0.02327836777	1.224281971
781	0.02327802212	1.224240857
782	0.02327800455	1.224239962
783	0.02327765983	1.224229163
784	0.0232775761	1.224224293
785	0.02327647712	1.224192043
786	0.02327585723	1.224173131
787	0.02327556747	1.224159458
788	0.02327276074	1.224103962
789	0.02327190127	1.224067624
790	0.0232708357	1.22403754
791	0.02327079162	1.224033769
792	0.0232699591	1.224002019
793	0.02327010808	1.223975113
794	0.02326925476	1.223935529
795	0.02326703869	1.223876473
796	0.02326679675	1.223848853
797	0.02326645029	1.223826756
798	0.02326603671	1.223805387
799	0.02326427902	1.223744782
800	0.02326433171	1.223728484
801	0.02326332101	1.223695276
802	0.02326317754	1.223679196
803	0.02326161167	1.223607442
804	0.02326141208	1.223599712
805	0.0232609936	1.223562678
806	0.02326022996	1.223519097
807	0.02325959811	1.223480229
808	0.02325705867	1.223377684
809	0.02325441103	1.223311662
810	0.02325307418	1.223270438
811	0.02325290931	1.223268078
812	0.02325231578	1.223215054
813	0.02325174405	1.223197673
814	0.02325106123	1.223162349
815	0.02324894668	1.223099354
816	0.02324893893	1.223086217
817	0.02324908604	1.223058799
818	0.02324874815	1.223038565
819	0.02324822791	1.22300893
820	0.02324812069	1.223002325
821	0.02324800838	1.222990625
822	0.02324737597	1.222958488
823	0.02324733713	1.222939578
824	0.02324619285	1.222911564
825	0.02324587816	1.222908975
826	0.02324561912	1.22289257
827	0.02324297458	1.222817836
828	0.02324261435	1.22279243
829	0.02324194453	1.222774936
830	0.02324025667	1.222730254
831	0.02324021742	1.222717354
832	0.02323941035	1.222672835
833	0.02323937758	1.222656152
834	0.023238967	1.22264129
835	0.0232391305	1.222616102
836	0.02323855381	1.222588974
837	0.02323661854	1.222540034
838	0.02323620276	1.222524878
839	0.02323588005	1.222508702
840	0.0232355568	1.222497328
841	0.02323538928	1.22248472
842	0.02323534028	1.222469862
843	0.02323524376	1.222465525
844	0.02323432788	1.222403269
845	0.02323420972	1.222382873
846	0.02323410988	1.222365767
847	0.02323371347	1.222356115
848	0.02323117546	1.222300033
849	0.02323117083	1.222294586
850	0.023231065	1.222276956
851	0.0232309376	1.222262896
852	0.02323099502	1.222249872
853	0.02323023001	1.222213905
854	0.02322872301	1.222185117
855	0.02322760757	1.222131595
856	0.02322707461	1.222114715
857	0.02322678231	1.222085079
858	0.02322606622	1.222047894
859	0.02322554386	1.222036085
860	0.02322439875	1.221992686
861	0.02322403513	1.221973383
862	0.02322346524	1.221945984
863	0.02322363124	1.221938207
864	0.02322367656	1.221936483
865	0.02322242846	1.221894952
866	0.02322211555	1.221879707
867	0.02322253283	1.22186009
868	0.02322138559	1.221817063
869	0.02322035007	1.221763418
870	0.02321896058	1.221704004
871	0.02321810218	1.221654832
872	0.02321690664	1.221613556
873	0.02321678077	1.221601216
874	0.02321648653	1.221571683
875	0.02321377461	1.22149249
876	0.02321298652	1.221460794
877	0.02321198583	1.221423439
878	0.02321142398	1.221415184
879	0.02321119268	1.22139337
880	0.02321101273	1.221387564
881	0.02321088736	1.221375921
882	0.02321019763	1.221335252
883	0.02320930111	1.221277778
884	0.02320834022	1.221232196
885	0.02320853212	1.22120433
886	0.02320863318	1.221188701
887	0.02320831185	1.221168623
888	0.02320797813	1.221145278
889	0.02320596801	1.221074762
890	0.02320541856	1.221050576
891	0.02320503996	1.22103509
892	0.02320478991	1.221007438
893	0.02320449625	1.220988523
894	0.0232025649	1.220947547
895	0.02320247056	1.220940686
896	0.0232011406	1.220900112
897	0.02320083979	1.220885
898	0.02319820663	1.220822123
899	0.0231972791	1.220769977
900	0.02319681474	1.220761959
901	0.0231967248	1.22074851
902	0.02319635613	1.220738428
903	0.02319630619	1.220734041
904	0.02319589882	1.220712764
905	0.02319569847	1.220692601
906	0.02319532502	1.220676063
907	0.02319361122	1.220614789
908	0.02319342744	1.220605037
909	0.02319368921	1.220587603
910	0.0231938632	1.220583972
911	0.02319429198	1.220567995
912	0.02319333944	1.220525661
913	0.02319278672	1.220507089
914	0.02319209762	1.220489971
915	0.02319224265	1.220479724
916	0.02319168594	1.220450732
917	0.02319075373	1.220427352
918	0.02319041489	1.220402115
919	0.0231902305	1.220394686
920	0.02318916165	1.220357277
921	0.02318896308	1.220339008
922	0.02318752594	1.220308634
923	0.02318738967	1.22029008
924	0.02318736232	1.220278219
925	0.02318738058	1.220263636
926	0.02318727069	1.220246277
927	0.02318683818	1.220223135
928	0.02318643242	1.220199982
929	0.02318563118	1.220167291
930	0.02318554395	1.220144945
931	0.02318495284	1.220115697
